sentence1	sentence2	paraphrase_types	sentence1_segment_location	sentence2_segment_location	sentence1_tokenized	sentence2_tokenized	id
The 39-year-old Luster initially gave police a false name, but later revealed his true identity.	Barrera said Luster gave police a false name immediately after his arrest Wednesday but later revealed his true identity.	[2, 5, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['The', '39-year-old', 'Luster', 'initially', 'gave', 'police', 'a', 'false', 'name', ',', 'but', 'later', 'revealed', 'his', 'true', 'identity', '.']	['Barrera', 'said', 'Luster', 'gave', 'police', 'a', 'false', 'name', 'immediately', 'after', 'his', 'arrest', 'Wednesday', 'but', 'later', 'revealed', 'his', 'true', 'identity', '.\n']	379c737798974f99956e22b4e5f8b584
All those infected had recent close contact with prairie dogs.	One of those infected reported having recent contact with exotic animals there.	[6, 7, 0, 0, 0, 0, 0]	[7, 7, 7, 0, 7, 7, 7, 7, 6, 6, 7]	[6, 6, 6, 7, 7, 0, 7, 7, 7, 0, 0, 7, 7]	['All', 'those', 'infected', 'had', 'recent', 'close', 'contact', 'with', 'prairie', 'dogs', '.']	['One', 'of', 'those', 'infected', 'reported', 'having', 'recent', 'contact', 'with', 'exotic', 'animals', 'there', '.\n']	f90ea475b5b541258aba79b86944c785
The affidavit said British customs officials stopped al-Amoudi at Heathrow Airport last month when he was attempting to travel to Damascus, Syria.	The affidavit says al-Amoudi was detained Aug. 16 attempting to travel from London to Damascus, Syria.	[1, 2, 4, 6, 7, 0, 0]	[7, 7, 1, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7]	[7, 7, 1, 4, 4, 4, 7, 7, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7]	['The', 'affidavit', 'said', 'British', 'customs', 'officials', 'stopped', 'al-Amoudi', 'at', 'Heathrow', 'Airport', 'last', 'month', 'when', 'he', 'was', 'attempting', 'to', 'travel', 'to', 'Damascus', ',', 'Syria', '.']	['The', 'affidavit', 'says', 'al-Amoudi', 'was', 'detained', 'Aug.', '16', 'attempting', 'to', 'travel', 'from', 'London', 'to', 'Damascus', ',', 'Syria', '.\n']	fcd5bfe0d4f840658a2c69e1a795ed60
U.S. Agriculture Secretary Ann Veneman, who announced Tuesdays ban, also said Washington would send a technical team to Canada to help.	U.S. Agriculture Secretary Ann Veneman, who announced yesterday's ban, also said Washington would send a technical team to Canada to assist in the Canadian situation.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7]	[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 7, 7, 7, 7, 6]	['U.S.', 'Agriculture', 'Secretary', 'Ann', 'Veneman', ',', 'who', 'announced', 'Tuesdays', 'ban', ',', 'also', 'said', 'Washington', 'would', 'send', 'a', 'technical', 'team', 'to', 'Canada', 'to', 'help', '.']	"['U.S.', 'Agriculture', 'Secretary', 'Ann', 'Veneman', ',', 'who', 'announced', 'yesterday', ""'s"", 'ban', ',', 'also', 'said', 'Washington', 'would', 'send', 'a', 'technical', 'team', 'to', 'Canada', 'to', 'assist', 'in', 'the', 'Canadian', 'situation', '.\n']"	d95caf095de34b0fa67acf256ba865c3
"We firmly believe we have an absolute right to use the common word 'spike' as the name of our network."""	We firmly believe that we have an absolute right to use the common word 'spike' to name our network.	[1, 5, 6, 7, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 1, 6, 6, 6]	"['We', 'firmly', 'believe', 'we', 'have', 'an', 'absolute', 'right', 'to', 'use', 'the', 'common', 'word', ""'spike"", ""'"", 'as', 'the', 'name', 'of', 'our', 'network', '.', ""''""]"	"['We', 'firmly', 'believe', 'that', 'we', 'have', 'an', 'absolute', 'right', 'to', 'use', 'the', 'common', 'word', ""'spike"", ""'"", 'to', 'name', 'our', 'network', '.\n']"	0349f27bd73049779df46b117f7359f1
On a planet that takes nearly 165 years to orbit the sun, spring can last more than 40 years.	Because it takes Neptune 165 years to orbit the Sun its seasons will last for decades.	[1, 2, 5, 6, 7, 0, 0]	[5, 5, 5, 5, 5, 7, 0, 0, 0, 0, 0, 2, 0, 2, 1, 1, 2, 2, 2, 2, 0]	[5, 5, 5, 5, 0, 0, 0, 0, 0, 2, 2, 2, 1, 1, 2, 2, 7]	['On', 'a', 'planet', 'that', 'takes', 'nearly', '165', 'years', 'to', 'orbit', 'the', 'sun', ',', 'spring', 'can', 'last', 'more', 'than', '40', 'years', '.']	['Because', 'it', 'takes', 'Neptune', '165', 'years', 'to', 'orbit', 'the', 'Sun', 'its', 'seasons', 'will', 'last', 'for', 'decades', '.\n']	49406687eb2e41f9ab7d5cb2aaedc021
"She told Murray, ""We ... we have ... the fresh air is going down fast!"""	"""The fresh air is going down fast!"" she screamed at Murray."	[2, 6, 7, 0, 0, 0, 0]	[0, 2, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 0, 7, 0]	"['She', 'told', 'Murray', ',', '``', 'We', '...', 'we', 'have', '...', 'the', 'fresh', 'air', 'is', 'going', 'down', 'fast', '!', ""''""]"	"['``', 'The', 'fresh', 'air', 'is', 'going', 'down', 'fast', '!', ""''"", 'she', 'screamed', 'at', 'Murray', '.\n']"	94d241fdc2594215adb01dfce2675d6d
At one of the three sampling sites at Huntington Beach, the bacteria reading came back at 160 on June 16 and at 120 on June 23.	The readings came back at 160 on June 16 and 120 at June 23 at one of three sampling sites at Huntington Beach.	[1, 2, 4, 6, 7, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 1, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0]	[7, 1, 7, 7, 4, 7, 7, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['At', 'one', 'of', 'the', 'three', 'sampling', 'sites', 'at', 'Huntington', 'Beach', ',', 'the', 'bacteria', 'reading', 'came', 'back', 'at', '160', 'on', 'June', '16', 'and', 'at', '120', 'on', 'June', '23', '.']	['The', 'readings', 'came', 'back', 'at', '160', 'on', 'June', '16', 'and', '120', 'at', 'June', '23', 'at', 'one', 'of', 'three', 'sampling', 'sites', 'at', 'Huntington', 'Beach', '.\n']	75be4be2f6ab49429ef6bfb01fab8f7a
Randall Simon singled to right for the second run.	Randall Simon followed with an RBI single to right.	[1, 6, 7, 0, 0, 0, 0]	[7, 7, 1, 7, 7, 7, 7, 7, 7, 7]	[0, 0, 7, 7, 7, 7, 1, 0, 0, 0]	['Randall', 'Simon', 'singled', 'to', 'right', 'for', 'the', 'second', 'run', '.']	['Randall', 'Simon', 'followed', 'with', 'an', 'RBI', 'single', 'to', 'right', '.\n']	598cdfab4d3a4774a7e9e9b757c4f3e5
The March downturn was the only break in what has been broad growth in services for the past 15 months.	A downturn in services activity in March was the only break in what has been broad growth in services for the past 15 months.	[2, 3, 6, 7, 0, 0, 0]	[3, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[3, 3, 7, 7, 7, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['The', 'March', 'downturn', 'was', 'the', 'only', 'break', 'in', 'what', 'has', 'been', 'broad', 'growth', 'in', 'services', 'for', 'the', 'past', '15', 'months', '.']	['A', 'downturn', 'in', 'services', 'activity', 'in', 'March', 'was', 'the', 'only', 'break', 'in', 'what', 'has', 'been', 'broad', 'growth', 'in', 'services', 'for', 'the', 'past', '15', 'months', '.\n']	8896b68c107c40b486a5dae5c92618eb
The additional contribution brings total U.S. food aid to North Korea this year to 100,000 tonnes.	The donation of 60,000 tons brings the total of U.S. contributions for the year to 100,000.	[2, 3, 6, 7, 0, 0, 0]	[0, 7, 2, 0, 3, 3, 3, 3, 7, 7, 7, 3, 3, 0, 0, 0, 0]	[7, 2, 7, 7, 7, 7, 3, 3, 3, 3, 3, 3, 3, 3, 7, 7, 7]	['The', 'additional', 'contribution', 'brings', 'total', 'U.S.', 'food', 'aid', 'to', 'North', 'Korea', 'this', 'year', 'to', '100,000', 'tonnes', '.']	['The', 'donation', 'of', '60,000', 'tons', 'brings', 'the', 'total', 'of', 'U.S.', 'contributions', 'for', 'the', 'year', 'to', '100,000', '.\n']	8078c45d03644666a3e5bdcf95669c25
Available in June, Bare Metal Restore 4.6 costs $900 per Windows client and $1,000 per Unix client for new customers.	Bare Metal Restore 4.6 will be available in mid-June, said Veritas, and will cost $900 per Windows client and $1,000 per Unix client.	[1, 2, 4, 6, 7, 0, 0]	[4, 4, 4, 4, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 4, 4, 4, 4, 4, 7, 7, 7, 7, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Available', 'in', 'June', ',', 'Bare', 'Metal', 'Restore', '4.6', 'costs', '$', '900', 'per', 'Windows', 'client', 'and', '$', '1,000', 'per', 'Unix', 'client', 'for', 'new', 'customers', '.']	['Bare', 'Metal', 'Restore', '4.6', 'will', 'be', 'available', 'in', 'mid-June', ',', 'said', 'Veritas', ',', 'and', 'will', 'cost', '$', '900', 'per', 'Windows', 'client', 'and', '$', '1,000', 'per', 'Unix', 'client', '.\n']	a1d685db7e1745e28835aceb0a6658a6
"""Kmart needs to dramatically overhaul management in the areas of buying, store operations and sourcing,"" he said."	"Overall, ""Kmart needs to dramatically overhaul management in the areas of buying, store operations and sourcing,"" said Burt Flickinger of Strategic Resource Group."	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 0]	"['``', 'Kmart', 'needs', 'to', 'dramatically', 'overhaul', 'management', 'in', 'the', 'areas', 'of', 'buying', ',', 'store', 'operations', 'and', 'sourcing', ',', ""''"", 'he', 'said', '.']"	"['Overall', ',', '``', 'Kmart', 'needs', 'to', 'dramatically', 'overhaul', 'management', 'in', 'the', 'areas', 'of', 'buying', ',', 'store', 'operations', 'and', 'sourcing', ',', ""''"", 'said', 'Burt', 'Flickinger', 'of', 'Strategic', 'Resource', 'Group', '.\n']"	216307bd9d5945e5b12dc407168a8e65
That would be a potential setback to Chief Executive Phil Condit's strategy of bolstering defense-related sales during a slump in jetliner deliveries.	The inquiry may hinder Chief Executive Phil Condit's strategy of bolstering defense-related sales during a slump in jetliner deliveries.	[1, 2, 6, 0, 0, 0, 0]	[2, 1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[2, 2, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	"['That', 'would', 'be', 'a', 'potential', 'setback', 'to', 'Chief', 'Executive', 'Phil', 'Condit', ""'s"", 'strategy', 'of', 'bolstering', 'defense-related', 'sales', 'during', 'a', 'slump', 'in', 'jetliner', 'deliveries', '.']"	"['The', 'inquiry', 'may', 'hinder', 'Chief', 'Executive', 'Phil', 'Condit', ""'s"", 'strategy', 'of', 'bolstering', 'defense-related', 'sales', 'during', 'a', 'slump', 'in', 'jetliner', 'deliveries', '.\n']"	8b4bdea3f10d4acf82b43a77299c99bf
Lawmakers at the closed-door hearing focused on the National Intelligence Estimate reports on Iraq's chemical, biological and nuclear weapons programs.	Lawmakers on the House panel will question intelligence analysts at the closed-door hearing about the factors that went into compiling the National Intelligence Estimate reports on Iraq's weapons programs.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[0, 7, 7, 7, 7, 2, 2, 2, 2, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['Lawmakers', 'at', 'the', 'closed-door', 'hearing', 'focused', 'on', 'the', 'National', 'Intelligence', 'Estimate', 'reports', 'on', 'Iraq', ""'s"", 'chemical', ',', 'biological', 'and', 'nuclear', 'weapons', 'programs', '.']"	"['Lawmakers', 'on', 'the', 'House', 'panel', 'will', 'question', 'intelligence', 'analysts', 'at', 'the', 'closed-door', 'hearing', 'about', 'the', 'factors', 'that', 'went', 'into', 'compiling', 'the', 'National', 'Intelligence', 'Estimate', 'reports', 'on', 'Iraq', ""'s"", 'weapons', 'programs', '.\n']"	bc74ec2b86774eb7ba44cd9136e1fa81
Law enforcement sources who spoke on condition of anonymity confirmed to The Associated Press that Limbaugh was being investigated by the Palm Beach County state attorney's office.	Law enforcement officials confirmed that Limbaugh was being investigated by the Palm Beach County, Fla., state attorney's office.	[2, 6, 7, 0, 0, 0, 0]	[2, 2, 2, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['Law', 'enforcement', 'sources', 'who', 'spoke', 'on', 'condition', 'of', 'anonymity', 'confirmed', 'to', 'The', 'Associated', 'Press', 'that', 'Limbaugh', 'was', 'being', 'investigated', 'by', 'the', 'Palm', 'Beach', 'County', 'state', 'attorney', ""'s"", 'office', '.']"	"['Law', 'enforcement', 'officials', 'confirmed', 'that', 'Limbaugh', 'was', 'being', 'investigated', 'by', 'the', 'Palm', 'Beach', 'County', ',', 'Fla.', ',', 'state', 'attorney', ""'s"", 'office', '.\n']"	04192087371f46cab9d9730c78430443
The Foundation said telephone support would cost $39.95 per incident.	The group is also offering end user telephone support for $39.95 per incident.	[1, 2, 6, 7, 0, 0, 0]	[7, 2, 7, 7, 7, 1, 1, 7, 7, 7, 7, 7]	[0, 2, 1, 7, 1, 7, 7, 0, 0, 1, 0, 0, 0, 0, 0]	['The', 'Foundation', 'said', 'telephone', 'support', 'would', 'cost', '$', '39.95', 'per', 'incident', '.']	['The', 'group', 'is', 'also', 'offering', 'end', 'user', 'telephone', 'support', 'for', '$', '39.95', 'per', 'incident', '.\n']	f05e8f4ed61143b1a5f3c2b33ed8ace4
A key to that effort was the company's introduction of a 10-year, 100,000-mile warranty, meant to reassure buyers that they could trust the Korean company.	Mr. O'Neill had a solution: a 10-year, 100,000-mile warranty, meant to reassure buyers that they could trust Hyundai.	[2, 6, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 2, 2, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6]	"['A', 'key', 'to', 'that', 'effort', 'was', 'the', 'company', ""'s"", 'introduction', 'of', 'a', '10-year', ',', '100,000-mile', 'warranty', ',', 'meant', 'to', 'reassure', 'buyers', 'that', 'they', 'could', 'trust', 'the', 'Korean', 'company', '.']"	"['Mr.', ""O'Neill"", 'had', 'a', 'solution', ':', 'a', '10-year', ',', '100,000-mile', 'warranty', ',', 'meant', 'to', 'reassure', 'buyers', 'that', 'they', 'could', 'trust', 'Hyundai', '.\n']"	638db0dc8e1747929df65ce2c22d44f4
Siebel, whose fortunes soared with the tech boom, has cut nearly one-third of its workforce since the end of 2001.	With the purge, Siebel will have cut 2,400 employees - or nearly one-third of its workforce - since the end of 2001.	[1, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 0, 1, 1, 1, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Siebel', ',', 'whose', 'fortunes', 'soared', 'with', 'the', 'tech', 'boom', ',', 'has', 'cut', 'nearly', 'one-third', 'of', 'its', 'workforce', 'since', 'the', 'end', 'of', '2001', '.']	['With', 'the', 'purge', ',', 'Siebel', 'will', 'have', 'cut', '2,400', 'employees', '-', 'or', 'nearly', 'one-third', 'of', 'its', 'workforce', '-', 'since', 'the', 'end', 'of', '2001', '.\n']	64280f3205154673b53479997f5de441
No Americans were reported among the casualties, according to Capt. Michael Calvert, a spokesman for the regiment.	None of the casualties was Americans, said Capt. Michael Calvert, regiment spokesman.	[3, 4, 6, 0, 0, 0, 0]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 3, 3, 3, 3, 3, 6]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 3, 3, 6]	['No', 'Americans', 'were', 'reported', 'among', 'the', 'casualties', ',', 'according', 'to', 'Capt', '.', 'Michael', 'Calvert', ',', 'a', 'spokesman', 'for', 'the', 'regiment', '.']	['None', 'of', 'the', 'casualties', 'was', 'Americans', ',', 'said', 'Capt', '.', 'Michael', 'Calvert', ',', 'regiment', 'spokesman', '.\n']	327f156eb937486a9160b2db347b0ff4
The Tuesday Supreme Court announcement stems from an appeal involving Michael Newdow, a California atheist whose 9-year-old daughter, like most elementary schoolchildren, hears the pledge recited daily.	The Supreme Court justices agreed to hear an appeal involving a California atheist whose 9-year-old daughter, like most elementary school children, hears the Pledge of Allegiance recited daily.	[2, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 2, 2, 2, 2, 7, 7, 7]	['The', 'Tuesday', 'Supreme', 'Court', 'announcement', 'stems', 'from', 'an', 'appeal', 'involving', 'Michael', 'Newdow', ',', 'a', 'California', 'atheist', 'whose', '9-year-old', 'daughter', ',', 'like', 'most', 'elementary', 'schoolchildren', ',', 'hears', 'the', 'pledge', 'recited', 'daily', '.']	['The', 'Supreme', 'Court', 'justices', 'agreed', 'to', 'hear', 'an', 'appeal', 'involving', 'a', 'California', 'atheist', 'whose', '9-year-old', 'daughter', ',', 'like', 'most', 'elementary', 'school', 'children', ',', 'hears', 'the', 'Pledge', 'of', 'Allegiance', 'recited', 'daily', '.\n']	416a05cb2fc743b485be5c2de360029a
"""Although some firms show BPO savings, vendors overstate their current offerings,"" John C. McCarthy, Forrester Group director, said."	"""Although some firms show BPO savings, vendors overstate their current offerings,"" McCarthy said in a statement."	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7]	"['``', 'Although', 'some', 'firms', 'show', 'BPO', 'savings', ',', 'vendors', 'overstate', 'their', 'current', 'offerings', ',', ""''"", 'John', 'C.', 'McCarthy', ',', 'Forrester', 'Group', 'director', ',', 'said', '.']"	"['``', 'Although', 'some', 'firms', 'show', 'BPO', 'savings', ',', 'vendors', 'overstate', 'their', 'current', 'offerings', ',', ""''"", 'McCarthy', 'said', 'in', 'a', 'statement', '.\n']"	b6add47dfd7f4c8bb3272019a4a32e72
The SP 500 finished 13.78 points higher at 930.08, or 1.5 per cent, the highest level since January 14.	The SP rose 13.78, or 1.5 percent, to 930.08, the best level since Jan. 14.	[2, 6, 7, 0, 0, 0, 0]	[0, 2, 2, 2, 2, 2, 0, 7, 2, 2, 0, 7, 7, 7, 7, 7, 7, 0, 2, 0, 0, 2, 0, 0]	[7, 2, 2, 2, 2, 7, 7, 7, 7, 7, 7, 2, 7, 0, 7, 2, 7, 7, 2, 7, 7]	['The', 'S', '', 'P', '500', 'finished', '13.78', 'points', 'higher', 'at', '930.08', ',', 'or', '1.5', 'per', 'cent', ',', 'the', 'highest', 'level', 'since', 'January', '14', '.']	['The', 'S', '', 'P', 'rose', '13.78', ',', 'or', '1.5', 'percent', ',', 'to', '930.08', ',', 'the', 'best', 'level', 'since', 'Jan.', '14', '.\n']	cc6c82e1b8fd41ba86bc289d40cfc27b
The appeals court judges were in sharp disagreement over what should be done when they ruled in February.	The appellate judges were in sharp disagreement when they ruled in February.	[2, 6, 7, 0, 0, 0, 0]	[0, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['The', 'appeals', 'court', 'judges', 'were', 'in', 'sharp', 'disagreement', 'over', 'what', 'should', 'be', 'done', 'when', 'they', 'ruled', 'in', 'February', '.']	['The', 'appellate', 'judges', 'were', 'in', 'sharp', 'disagreement', 'when', 'they', 'ruled', 'in', 'February', '.\n']	9d7b451efb924fe493db7bd4ddd4f3d9
This led to the recovery of the 270-kilogram Cancuen altar, announced on Wednesday by the Vanderbilt University in Nashville and the National Geographic Society.	This led last month to the recovery of the 600-pound Cancun altar, Vanderbilt University in Nashville and the National Geographic Society announced Wednesday.	[2, 3, 4, 6, 7, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 4, 4, 7, 7, 4, 7, 7, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 7, 7, 4, 4, 7, 7, 7, 7, 7, 7, 7, 4, 4, 7]	['This', 'led', 'to', 'the', 'recovery', 'of', 'the', '270-kilogram', 'Cancuen', 'altar', ',', 'announced', 'on', 'Wednesday', 'by', 'the', 'Vanderbilt', 'University', 'in', 'Nashville', 'and', 'the', 'National', 'Geographic', 'Society', '.']	['This', 'led', 'last', 'month', 'to', 'the', 'recovery', 'of', 'the', '600-pound', 'Cancun', 'altar', ',', 'Vanderbilt', 'University', 'in', 'Nashville', 'and', 'the', 'National', 'Geographic', 'Society', 'announced', 'Wednesday', '.\n']	0eefdbfbcd2b464092ef6b4b772e80c9
Dividends are currently taxed at ordinary income tax rates of as much as 38.6 per cent.	Under current law, dividends are taxed at standard income tax rates up to 38.6 percent.	[2, 6, 0, 0, 0, 0, 0]	[6, 6, 2, 6, 6, 2, 6, 6, 6, 2, 2, 2, 2, 6, 2, 2, 6]	[2, 2, 2, 2, 6, 6, 6, 6, 2, 6, 6, 6, 2, 2, 6, 2, 6]	['Dividends', 'are', 'currently', 'taxed', 'at', 'ordinary', 'income', 'tax', 'rates', 'of', 'as', 'much', 'as', '38.6', 'per', 'cent', '.']	['Under', 'current', 'law', ',', 'dividends', 'are', 'taxed', 'at', 'standard', 'income', 'tax', 'rates', 'up', 'to', '38.6', 'percent', '.\n']	f199b6f7a325490c9335c7e139d6689b
BAT BATS.L also said Managing Director Paul Adams would step up to chief executive from January 1, 2004, to ease the transition.	As part of the changes BAT said managing director, Paul Adams, 50, would become chief executive from January 1.	[2, 4, 6, 7, 0, 0, 0]	[2, 2, 7, 7, 2, 2, 4, 4, 7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 2, 7, 2, 2, 4, 4, 4, 4, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7]	['BAT', 'BATS.L', 'also', 'said', 'Managing', 'Director', 'Paul', 'Adams', 'would', 'step', 'up', 'to', 'chief', 'executive', 'from', 'January', '1', ',', '2004', ',', 'to', 'ease', 'the', 'transition', '.']	['As', 'part', 'of', 'the', 'changes', 'BAT', 'said', 'managing', 'director', ',', 'Paul', 'Adams', ',', '50', ',', 'would', 'become', 'chief', 'executive', 'from', 'January', '1', '.\n']	e1632bed5bb2497b89b8232736ee7ff4
"O'Donnell wrote in her autobiography, ""Find Me,"" that she was ""an abused child."""	"In her autobiography, ""Find Me,"" O'Donnell wrote, ""I was an abused kid."	[2, 5, 6, 7, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	"[""O'Donnell"", 'wrote', 'in', 'her', 'autobiography', ',', '``', 'Find', 'Me', ',', ""''"", 'that', 'she', 'was', '``', 'an', 'abused', 'child', '.', ""''""]"	"['In', 'her', 'autobiography', ',', '``', 'Find', 'Me', ',', ""''"", ""O'Donnell"", 'wrote', ',', '``', 'I', 'was', 'an', 'abused', 'kid', '.\n']"	d9294b8930264b3f8e009016d0654edc
